Order_ID,Order_Date,Region,Category,Customer_Type,Payment_Method,Quantity,Unit_Price,Discount,Sales,Delivery_Days,Customer_Satisfaction
ORD10276,2025-12-10,South,Electronics,New,UPI,7,36956.78,0.2,208157.97,4,3.6
ORD10277,2025-09-27,West,Electronics,Returning,UPI,2,11974.36,0.15,21556.41,4,3.2
ORD10278,2025-06-03,East,Office Supplies,Returning,Cash,6,1430.05,0.05,8151.28,4,2.9
ORD10279,2025-04-12,East,Office Supplies,New,UPI,5,714.25,0.0,3571.25,2,3.5
ORD10280,2025-08-03,West,Office Supplies,Returning,Credit Card,6,1751.13,0.1,9456.1,6,3.6
ORD10281,2025-05-30,West,Office Supplies,New,Credit Card,3,4997.77,0.0,14993.31,3,3.9
ORD10282,2025-03-24,South,Office Supplies,Returning,Debit Card,3,2088.18,0.2,5011.63,3,3.4
ORD10283,2025-04-20,South,Electronics,Returning,Credit Card,6,10545.59,0.1,58146.19,4,3.0
ORD10284,2025-10-02,North,Furniture,Returning,UPI,2,19347.09,0.1,34824.76,4,3.0
ORD10285,2025-07-20,East,Electronics,Returning,UPI,2,24777.22,0.05,48276.72,5,4.8
ORD10286,2025-10-11,North,Clothing,Returning,Credit Card,6,1451.93,0.0,8711.58,3,2.8
ORD10287,2025-06-22,South,Office Supplies,Returning,UPI,5,1965.38,0.1,8844.21,4,4.1
ORD10288,2025-11-23,East,Furniture,Returning,,4,11064.38,0.15,37618.89,6,4.2
ORD10289,2025-07-25,North,Furniture,New,UPI,2,19141.15,0.15,32539.96,6,3.7
ORD10290,2025-03-04,East,Clothing,Returning,UPI,1,459.17,0.0,459.17,6,5.0
ORD10291,2025-03-14,North,Electronics,New,Credit Card,3,12690.67,0.1,35464.81,5,4.2
ORD10292,2025-09-08,North,Office Supplies,Returning,UPI,6,2636.22,0.1,14235.59,5,5.0
ORD10293,2025-05-04,West,Office Supplies,Returning,Credit Card,1,1417.35,0.2,1133.88,5,3.3
ORD10294,2025-05-01,South,Office Supplies,Returning,Debit Card,6,3179.33,0.05,18122.18,3,3.3
ORD10295,2025-10-02,North,Electronics,New,Debit Card,7,22098.54,0.05,148155.29,7,4.2
ORD10296,2025-04-30,South,Clothing,New,UPI,3,3085.17,0.1,8329.96,7,3.6
ORD10297,2025-11-13,West,Clothing,Returning,UPI,3,7608.91,0.1,20544.06,6,5.0
ORD10298,2025-06-13,North,Office Supplies,New,UPI,2,3197.58,0.1,5755.64,4,4.1
ORD10299,2025-10-13,East,Office Supplies,New,Debit Card,2,736.71,0.1,1326.08,5,3.0
ORD10300,2025-09-22,North,Clothing,New,Debit Card,1,4612.71,0.1,4151.44,6,2.4
ORD10301,2025-11-16,North,Office Supplies,Returning,UPI,7,3925.59,0.2,21983.3,2,3.7
ORD10302,2025-06-10,South,Electronics,Returning,Cash,6,32115.24,0.1,174622.3,8,3.7
ORD10303,2025-11-04,East,Office Supplies,New,UPI,7,943.24,0.2,5282.14,1,4.1
ORD10304,2025-03-30,East,Office Supplies,New,Credit Card,3,4864.86,0.1,13135.12,6,4.8
ORD10305,2025-05-22,West,Furniture,New,Debit Card,1,11881.76,0.2,9505.41,7,4.7
ORD10306,2025-07-22,West,Office Supplies,Returning,Cash,4,879.22,0.15,2989.35,4,3.3
ORD10307,2025-11-05,South,Clothing,Returning,Debit Card,1,1687.51,0.05,1603.13,4,2.8
ORD10308,2025-08-15,South,Clothing,New,Debit Card,5,1056.41,0.2,4225.64,6,2.8
ORD10309,2025-11-30,West,Furniture,New,UPI,1,20323.73,0.0,20323.73,8,3.2
ORD10310,2025-08-10,North,Electronics,New,Debit Card,7,6193.75,0.2,35885.0,4,3.5
ORD10311,2025-02-10,South,Clothing,Returning,UPI,5,1263.46,0.1,5685.57,3,
ORD10312,2025-07-15,North,Clothing,Returning,Cash,5,6848.63,0.0,34243.15,4,3.2
ORD10313,2025-03-09,North,Electronics,New,Credit Card,5,16031.5,0.1,73341.75,2,4.0
ORD10314,2025-09-21,West,Clothing,New,Debit Card,4,537.61,0.25,1612.83,6,4.1
ORD10315,2025-01-02,West,Clothing,New,Credit Card,1,699.59,0.0,699.59,4,3.9
ORD10316,2025-12-27,East,Office Supplies,Returning,Debit Card,7,796.64,0.1,5018.83,4,2.9
ORD10317,2025-05-05,South,Office Supplies,New,Credit Card,1,1145.63,0.15,973.79,6,4.2
ORD10318,2025-04-20,North,Furniture,Returning,Debit Card,4,17030.48,0.15,57903.63,4,5.0
ORD10319,2025-03-27,North,Electronics,Returning,UPI,3,7753.82,0.1,22135.31,6,4.0
ORD10320,2025-04-30,North,Furniture,New,UPI,2,4029.21,0.05,7655.5,3,1.4
ORD10321,2025-05-07,East,Clothing,New,UPI,7,6188.34,0.0,43318.38,6,4.8
ORD10322,2025-09-12,East,Electronics,New,UPI,7,30460.64,0.1,193102.03,5,3.2
ORD10323,2025-07-02,East,Furniture,Returning,Cash,1,11560.72,0.1,10404.65,4,5.0
ORD10324,2025-01-16,North,Furniture,Returning,UPI,2,14273.57,0.2,22837.71,5,3.9
ORD10325,2025-03-03,West,Office Supplies,Returning,Cash,6,1628.72,0.0,9772.32,2,2.5
ORD10326,2025-06-07,West,Clothing,Returning,UPI,6,4015.25,0.15,20477.77,5,2.1
ORD10327,2025-09-25,East,Furniture,New,UPI,4,13258.81,0.0,53035.24,4,5.0
ORD10328,2025-02-04,East,Furniture,Returning,Debit Card,6,10416.25,0.0,62497.5,2,4.7
ORD10329,2025-09-24,South,Office Supplies,Returning,Debit Card,7,4542.2,0.1,28615.86,3,5.0
ORD10330,2025-03-05,North,Furniture,New,Credit Card,6,1582.27,0.1,8544.26,4,3.8
ORD10331,2025-02-19,South,Electronics,Returning,Credit Card,3,35371.97,0.15,91398.52,3,3.8
ORD10332,2025-09-12,West,Furniture,Returning,Debit Card,3,4160.31,0.2,9984.74,1,3.5
ORD10333,2025-05-29,North,Electronics,Returning,UPI,3,36051.59,0.1,98539.29,6,3.3
ORD10334,2025-11-21,North,Electronics,Returning,Cash,6,28023.31,0.25,127304.9,4,3.5
ORD10335,2025-10-31,North,Furniture,Returning,Cash,4,21270.02,0.2,68064.06,1,4.0
ORD10336,2025-10-03,North,Furniture,Returning,Debit Card,5,3520.84,0.1,15843.78,8,3.1
ORD10337,2025-12-23,West,Clothing,New,UPI,5,4604.15,0.15,19567.64,7,2.5
ORD10338,2025-06-21,East,Furniture,New,Debit Card,2,13125.89,0.1,23626.6,4,3.9
ORD10339,2025-07-20,South,Office Supplies,Returning,UPI,5,3560.35,0.0,17801.75,3,3.1
ORD10340,2025-11-20,North,Office Supplies,New,UPI,5,2718.02,0.15,11551.58,5,1.2
ORD10341,2025-02-04,South,Electronics,New,UPI,3,24700.47,0.0,75301.41,5,4.2
ORD10342,2025-08-04,South,Office Supplies,Returning,Credit Card,3,2205.02,0.1,5953.55,5,2.9
ORD10343,2025-03-06,North,Electronics,Returning,Cash,6,14450.48,0.15,74897.45,3,4.3
ORD10344,2025-01-08,South,Clothing,Returning,Debit Card,2,4013.44,0.0,8026.88,6,4.3
ORD10345,2025-10-28,South,Electronics,Returning,Debit Card,1,6037.36,0.05,6935.49,4,4.0
ORD10346,2025-12-09,East,Furniture,New,Credit Card,7,24084.02,0.2,134870.51,6,5.0
ORD10347,2025-11-28,East,Electronics,New,UPI,2,32376.96,0.1,59478.53,3,3.7
ORD10348,2025-03-17,North,Clothing,New,UPI,2,7634.0,0.05,14504.6,9,3.6
ORD10349,2025-06-23,South,Office Supplies,Returning,Cash,4,1210.96,0.15,4117.26,6,4.3
ORD10350,2025-02-16,East,Office Supplies,Returning,UPI,6,4408.77,0.1,23807.36,10,3.8
ORD10351,2025-01-15,South,Electronics,New,Cash,4,36548.52,0.1,132774.67,6,4.7
ORD10352,2025-12-27,West,Office Supplies,Returning,Credit Card,2,3418.05,0.25,5127.08,3,2.8
ORD10353,2025-05-27,East,Electronics,Returning,Credit Card,2,28426.29,0.15,49524.69,6,2.8
ORD10354,2025-01-26,North,Clothing,Returning,Debit Card,2,2737.43,0.05,5201.12,6,4.4
ORD10355,2025-11-04,North,Electronics,Returning,Credit Card,5,36885.36,0.15,157962.78,5,2.9
ORD10356,2025-04-03,East,Electronics,New,Cash,7,22966.98,0.2,129815.09,6,4.3
ORD10357,2025-08-20,North,Electronics,Returning,Cash,7,3933.41,0.0,28733.87,6,4.1
ORD10358,2025-01-21,East,Furniture,Returning,Credit Card,4,8646.14,0.05,32855.33,3,3.2
ORD10359,2025-11-03,West,Office Supplies,Returning,UPI,2,4682.96,0.05,8897.62,3,4.1
ORD10360,2025-02-07,East,Electronics,Returning,Credit Card,7,38400.07,0.15,229680.42,3,2.8
ORD10361,2025-10-03,South,Clothing,Returning,Cash,3,7860.67,0.1,21223.81,5,3.0
ORD10362,2025-06-06,East,Furniture,Returning,UPI,7,16146.24,0.1,101721.31,4,3.6
ORD10363,2025-06-28,South,Office Supplies,New,Credit Card,6,1312.8,0.2,6301.44,3,3.9
ORD10364,2025-05-12,East,Furniture,Returning,Debit Card,6,5075.0,0.15,25882.5,6,3.6
ORD10365,2025-11-07,West,Furniture,Returning,Debit Card,7,5648.56,0.0,39539.92,5,4.1
ORD10366,2025-12-14,South,Office Supplies,Returning,UPI,3,197.0,0.05,561.45,5,4.1
ORD10367,2025-01-28,West,Electronics,New,Debit Card,6,18068.15,0.1,98768.01,4,5.0
ORD10368,2025-09-17,West,Electronics,New,Cash,5,9261.1,0.05,45190.22,4,3.7
ORD10369,2025-03-17,North,Clothing,New,UPI,7,3469.75,0.15,20645.01,3,4.8
ORD10370,2025-03-08,North,Clothing,Returning,UPI,5,7499.46,0.2,29997.84,6,4.5
ORD10371,2025-12-08,North,Furniture,Returning,Cash,7,11446.86,0.05,76121.62,3,5.0
ORD10372,2025-07-13,North,Electronics,New,UPI,1,39606.91,0.1,36846.22,5,3.7
ORD10373,2025-06-11,North,Office Supplies,Returning,Cash,1,3066.97,0.15,2606.92,7,3.5
ORD10374,2025-12-13,East,Furniture,Returning,Credit Card,1,7081.73,0.1,6373.56,4,4.8
ORD10375,2025-12-27,North,Electronics,Returning,UPI,6,16528.78,0.0,100372.68,6,4.1
ORD10376,2025-09-14,South,Electronics,Returning,Cash,5,4509.24,0.1,21491.58,6,4.8
ORD10377,2025-03-13,West,Office Supplies,Returning,Credit Card,5,1733.97,0.0,8669.85,5,4.4
ORD10378,2025-03-28,North,Office Supplies,Returning,Credit Card,5,3419.95,0.2,13679.8,5,2.1
ORD10379,2025-09-19,West,Electronics,New,UPI,3,3987.31,0.0,13161.93,4,4.1
ORD10380,2025-08-02,North,Electronics,Returning,Credit Card,5,9878.74,0.1,45654.33,5,4.0
ORD10381,2025-06-02,North,Electronics,Returning,UPI,3,17659.69,0.1,48881.16,4,3.9
ORD10382,2025-07-29,East,Office Supplies,Returning,Credit Card,1,4912.04,0.25,3684.03,5,3.7
ORD10383,2025-03-02,East,Electronics,Returning,Cash,1,35490.89,0.0,36690.89,3,2.5
ORD10384,2025-09-25,West,Electronics,Returning,UPI,6,33220.11,0.0,200520.66,6,4.5
ORD10385,2025-09-19,West,Clothing,New,Debit Card,7,1194.67,0.0,8362.69,1,4.1
ORD10386,2025-08-06,West,Electronics,Returning,UPI,1,35320.02,0.0,36520.02,5,4.7
ORD10387,2025-10-10,North,Office Supplies,New,Debit Card,7,3947.82,0.05,26253.0,5,2.6
ORD10388,2025-05-16,North,Electronics,New,UPI,7,27368.74,0.1,173623.06,5,4.2
ORD10389,2025-12-28,West,Electronics,Returning,Cash,6,44573.99,0.05,255271.74,6,3.6
ORD10390,2025-04-03,West,Electronics,Returning,Credit Card,2,15176.22,0.0,31552.44,4,3.9
ORD10391,2025-04-19,West,Office Supplies,New,UPI,2,4712.23,0.15,8010.79,5,3.6
ORD10392,2025-08-29,South,Clothing,New,UPI,4,7343.43,0.05,27905.03,1,4.2
ORD10393,2025-12-21,South,Clothing,Returning,UPI,6,388.4,0.05,2213.88,4,3.7
ORD10394,2025-05-22,West,Furniture,New,Credit Card,4,11912.77,0.05,45268.53,6,3.0
ORD10395,2025-10-18,South,Office Supplies,Returning,UPI,4,4887.81,0.25,14663.43,2,3.9
ORD10396,2025-08-25,West,Electronics,Returning,Debit Card,2,5357.96,0.0,11915.92,5,3.6
ORD10397,2025-12-06,West,Furniture,Returning,Credit Card,6,14237.28,0.2,68338.94,3,3.7
ORD10398,2025-11-08,South,Clothing,New,UPI,2,7837.97,0.15,13324.55,4,1.2
ORD10399,2025-06-26,West,Electronics,New,Credit Card,4,25352.9,0.0,102611.6,3,4.3
ORD10400,2025-05-21,West,Electronics,Returning,Debit Card,6,9189.84,0.25,42554.28,2,3.5
ORD10401,2025-07-08,North,Electronics,Returning,UPI,4,26532.5,0.05,102023.5,5,2.7
ORD10402,2025-02-18,West,Electronics,New,UPI,5,9836.27,0.0,50381.35,4,4.5
ORD10403,2025-10-29,South,Electronics,Returning,UPI,7,23770.93,0.15,142637.03,6,4.3
ORD10404,2025-07-09,West,Office Supplies,New,Debit Card,6,462.81,0.15,2360.33,6,3.5
ORD10405,2025-05-16,South,Furniture,Returning,Debit Card,6,15610.49,0.1,84296.65,7,2.9
ORD10406,2025-02-12,West,Clothing,New,Credit Card,7,4279.28,0.0,29954.96,5,3.9
ORD10407,2025-12-19,South,Clothing,Returning,Debit Card,4,5999.24,0.1,21597.26,7,3.9
ORD10408,2025-03-31,North,Furniture,New,Debit Card,5,16210.67,0.15,68895.35,3,4.5
ORD10409,2025-10-22,West,Electronics,New,Credit Card,3,25092.6,0.05,72713.91,6,3.4
ORD10410,2025-12-07,North,Furniture,New,Cash,7,17616.74,0.05,117151.32,5,4.8
ORD10411,2025-09-02,South,Office Supplies,New,UPI,2,805.32,0.0,1610.64,5,3.4
ORD10412,2025-07-11,West,Electronics,Returning,UPI,4,27114.9,0.0,109659.6,5,2.7
ORD10413,2025-11-14,West,Office Supplies,Returning,UPI,7,943.34,0.2,5282.7,3,2.9
ORD10414,2025-04-16,East,Furniture,New,UPI,7,23227.43,0.1,146332.81,2,3.8
ORD10415,2025-12-29,East,Office Supplies,Returning,Credit Card,6,434.84,0.25,1956.78,8,3.7
ORD10416,2025-11-06,South,Furniture,Returning,Cash,2,11442.92,0.05,21741.55,4,4.1
ORD10417,2025-08-21,North,Furniture,Returning,UPI,2,17759.98,0.15,30191.97,4,3.7
ORD10418,2025-09-22,South,Clothing,Returning,UPI,2,3826.77,0.05,7270.86,3,4.6
ORD10419,2025-12-10,East,Clothing,New,Credit Card,7,1009.13,0.05,6710.71,2,3.6
ORD10420,2025-02-06,West,Electronics,New,Cash,3,25259.35,0.0,76978.05,4,2.2
ORD10421,2025-11-01,West,Clothing,Returning,UPI,1,5240.57,0.05,4978.54,4,3.7
ORD10422,2025-02-10,West,Furniture,New,Credit Card,4,17950.26,0.1,64620.94,5,2.2
ORD10423,2025-01-17,North,Clothing,Returning,UPI,1,3174.1,0.25,2380.57,5,4.0
ORD10424,2025-12-10,South,Clothing,New,UPI,7,4640.18,0.15,27609.07,9,4.6
ORD10425,2025-10-04,North,Furniture,Returning,Cash,1,11926.34,0.0,11926.34,4,3.0
ORD10426,2025-11-03,East,Electronics,New,Cash,7,30504.88,0.0,214734.16,7,4.9
ORD10427,2025-02-28,South,Electronics,Returning,UPI,1,26593.22,0.0,27793.22,7,4.5
ORD10428,2025-07-02,West,Office Supplies,Returning,Cash,2,2676.21,0.1,4817.18,6,4.8
ORD10429,2025-02-10,South,Office Supplies,Returning,Debit Card,5,1322.67,0.15,5621.35,4,4.0
ORD10430,2025-02-08,North,Electronics,New,Cash,2,889.22,0.2,2622.75,2,3.0
ORD10431,2025-07-11,North,Electronics,Returning,Credit Card,2,8494.41,0.0,18188.82,5,4.4
ORD10432,2025-09-24,West,Clothing,Returning,Credit Card,6,1201.41,0.1,6487.61,6,3.3
ORD10433,2025-05-27,East,Clothing,Returning,Credit Card,6,3757.95,0.1,20292.93,8,3.9
ORD10434,2025-11-29,North,Office Supplies,Returning,Debit Card,1,3100.06,0.15,2635.05,3,3.7
ORD10435,2025-05-07,North,Electronics,Returning,UPI,7,10218.36,0.1,65575.67,4,4.7
ORD10436,2025-02-15,East,Electronics,Returning,UPI,2,42306.32,0.15,73120.74,3,4.4
ORD10437,2025-02-14,North,Electronics,New,UPI,1,1095.35,0.15,2131.05,3,3.7
ORD10438,2025-01-01,West,Clothing,Returning,Debit Card,6,6246.72,0.0,37480.32,6,2.2
ORD10439,2025-06-17,East,Electronics,Returning,UPI,5,28434.05,0.15,122044.71,3,3.3
ORD10440,2025-04-18,North,Office Supplies,New,Debit Card,4,1930.42,0.0,7721.68,3,4.4
ORD10441,2025-01-19,North,Electronics,New,Cash,1,3031.61,0.15,3776.87,6,
ORD10442,2025-11-28,West,Office Supplies,New,UPI,5,3174.68,0.1,14286.06,5,2.6
ORD10443,2025-03-13,South,Office Supplies,Returning,Debit Card,4,1989.51,0.1,7162.24,5,2.4
ORD10444,2025-04-19,South,Clothing,Returning,Credit Card,3,7509.26,0.2,18022.22,3,4.0
ORD10445,2025-09-25,West,Electronics,Returning,Cash,1,24755.96,0.2,21004.77,7,3.0
ORD10446,2025-08-28,West,Electronics,Returning,UPI,1,42332.6,0.15,37182.71,5,3.0
ORD10447,2025-10-28,West,Electronics,Returning,Debit Card,3,10545.38,0.1,29672.53,9,4.3
ORD10448,2025-03-31,West,Clothing,New,Debit Card,3,5888.09,0.15,15014.63,5,4.8
ORD10449,2025-04-13,South,Clothing,New,Cash,1,5052.82,0.1,4547.54,1,3.2
ORD10450,2025-09-07,North,Office Supplies,Returning,Debit Card,3,3723.1,0.2,8935.44,1,3.8
ORD10451,2025-01-08,West,Office Supplies,New,Credit Card,2,1151.87,0.1,2073.37,6,3.7
ORD10452,2025-06-02,East,Office Supplies,New,Credit Card,4,3358.47,0.25,10075.41,7,3.7
ORD10453,2025-12-13,South,Electronics,Returning,Cash,4,22813.39,0.2,74202.85,3,3.8
ORD10454,2025-06-23,West,Clothing,Returning,Credit Card,4,6019.75,0.15,20467.15,8,4.4
ORD10455,2025-12-09,North,Furniture,Returning,UPI,2,8983.66,0.05,17068.95,7,3.3
ORD10456,2025-06-07,South,Furniture,Returning,Cash,7,22383.36,0.0,156683.52,5,2.6
ORD10457,2025-08-03,North,Office Supplies,Returning,Debit Card,3,513.08,0.2,1231.39,5,5.0
ORD10458,2025-06-26,South,Electronics,Returning,Debit Card,5,36477.77,0.0,183588.85,6,4.7
ORD10459,2025-06-24,North,Electronics,Returning,UPI,3,38870.33,0.2,94488.79,8,2.9
ORD10460,2025-12-06,North,Office Supplies,Returning,Debit Card,1,4104.54,0.1,3694.09,6,3.9
ORD10461,2025-12-04,North,Electronics,New,Credit Card,6,23462.51,0.1,127897.55,5,4.6
ORD10462,2025-05-26,East,Office Supplies,New,Debit Card,4,2248.09,0.2,7193.89,6,4.4
ORD10463,2025-11-20,West,Electronics,Returning,UPI,3,44834.79,0.1,122253.93,5,4.2
ORD10464,2025-06-10,East,Furniture,New,Debit Card,5,6654.29,0.1,29944.3,6,3.7
ORD10465,2025-05-07,West,Furniture,Returning,Cash,1,14215.65,0.1,12794.08,2,5.0
ORD10466,2025-03-23,South,Furniture,Returning,UPI,2,17162.08,0.05,32607.95,5,4.0
ORD10467,2025-05-27,North,Office Supplies,New,Cash,7,3534.25,0.15,21028.79,5,3.4
ORD10468,2025-08-27,West,Furniture,New,Credit Card,2,6055.79,0.05,11506.0,4,4.5
ORD10469,2025-03-25,North,Office Supplies,New,Cash,5,3304.57,0.2,13218.28,6,3.9
ORD10470,2025-04-23,West,Furniture,New,Debit Card,1,20677.2,0.2,16541.76,8,4.1
ORD10471,2025-08-13,North,Office Supplies,New,Credit Card,4,345.09,0.05,1311.34,5,4.0
ORD10472,2025-11-28,West,Clothing,Returning,,3,7318.71,0.15,18662.71,6,4.2
ORD10473,2025-08-31,North,Office Supplies,New,Cash,1,244.57,0.1,220.11,7,3.0
ORD10474,2025-05-23,West,Electronics,Returning,Credit Card,7,16533.92,0.05,111150.57,5,2.6
ORD10475,2025-02-10,South,Electronics,New,UPI,2,1498.94,0.25,3448.41,3,4.9
ORD10476,2025-09-15,West,Electronics,Returning,Debit Card,7,4209.82,0.0,30668.74,6,4.0
ORD10477,2025-10-12,North,Office Supplies,New,Debit Card,7,4564.72,0.05,30355.39,1,4.4
ORD10478,2025-04-15,East,Electronics,Returning,Debit Card,5,16484.85,0.1,75381.82,1,2.4
ORD10479,2025-07-21,West,Furniture,Returning,Debit Card,5,11309.56,0.1,50893.02,5,4.7
ORD10480,2025-11-03,South,Office Supplies,Returning,Credit Card,3,1155.19,0.1,3119.01,1,3.4
ORD10481,2025-11-27,East,Furniture,New,Debit Card,5,15410.88,0.15,65496.24,2,3.2
ORD10482,2025-09-23,East,Clothing,Returning,UPI,5,4879.98,0.1,21959.91,4,3.7
ORD10483,2025-07-29,South,Electronics,Returning,Credit Card,1,17251.26,0.1,16726.13,3,3.0
ORD10484,2025-02-20,East,Electronics,Returning,UPI,4,15520.14,0.0,63280.56,4,3.8
ORD10485,2025-04-28,East,Office Supplies,New,UPI,3,4436.33,0.05,12643.54,7,3.7
ORD10486,2025-07-20,West,Furniture,New,UPI,1,10322.16,0.05,9806.05,5,4.6
ORD10487,2025-02-08,North,Office Supplies,Returning,Credit Card,4,2518.15,0.05,9568.97,3,5.0
ORD10488,2025-01-28,North,Furniture,Returning,Debit Card,7,7942.65,0.1,50038.7,7,5.0
ORD10489,2025-09-16,West,Electronics,Returning,Credit Card,1,35575.21,0.0,36775.21,2,2.0
ORD10490,2025-03-25,West,Clothing,Returning,Credit Card,6,3360.35,0.05,19154.0,5,3.1
ORD10491,2025-06-04,South,Clothing,Returning,UPI,1,4254.81,0.05,4042.07,2,2.0
ORD10492,2025-04-27,East,Office Supplies,New,UPI,5,1341.45,0.2,5365.8,5,2.8
ORD10493,2025-01-02,North,Electronics,Returning,UPI,4,44454.55,0.2,143454.56,4,3.3
ORD10494,2025-04-03,North,Office Supplies,New,UPI,3,1528.33,0.1,4126.49,6,4.1
ORD10495,2025-06-15,South,Furniture,Returning,Credit Card,3,19543.67,0.2,46904.81,6,3.4
ORD10496,2025-12-16,South,Electronics,Returning,Debit Card,4,19695.31,0.15,68164.05,3,3.4
ORD10497,2025-10-23,East,Clothing,Returning,Credit Card,5,1887.87,0.1,8495.41,3,3.9
ORD10498,2025-09-15,North,Electronics,New,Credit Card,2,36147.57,0.0,73495.14,4,2.4
ORD10499,2025-03-22,West,Clothing,New,UPI,1,2868.77,0.15,2438.45,8,3.1
ORD10500,2025-09-25,West,Furniture,New,Cash,5,21791.6,0.15,92614.3,7,3.4
ORD10011,2025-03-11,North,Office Supplies,Returning,UPI,1,2805.14,0.0,2805.14,6,3.9
ORD10051,2025-07-15,West,Office Supplies,Returning,Cash,7,2048.47,0.05,13622.33,3,3.3
