Order_ID,Order_Date,Region,Category,Product,Customer_Segment,Payment_Method,Quantity,Unit_Price,Discount,Sales,Profit,Customer_Satisfaction
ORD10028,2025-05-24,North,Electronics,Keyboard,Corporate,UPI,1,54527.08,0.1,53000.32,5052.95,5.0
ORD10188,2025-05-25,North,Furniture,Cabinet,Small Business,Debit Card,3,2890.27,0.0,9364.49,2092.72,3.3
ORD10160,2025-05-25,West,Grocery,Tea,Consumer,Cash,4,689.6,0.2,2294.98,449.88,4.2
ORD10293,2025-05-29,West,Furniture,Table,Consumer,UPI,5,12504.05,0.1,58518.94,14764.76,3.3
ORD10233,2025-05-29,West,Furniture,Office Chair,Consumer,UPI,3,17512.02,0.05,51905.63,12147.49,3.8
ORD10505,2025-05-29,South,Office Supplies,Printer Paper,Consumer,UPI,7,828.68,0.0,5800.73,628.02,3.4
ORD10323,2025-05-29,North,Office Supplies,Stapler,Consumer,UPI,2,1649.28,0.15,3028.08,639.37,4.8
ORD10270,2025-05-30,East,Clothing,Shoes,Small Business,Credit Card,6,5904.18,0.05,30624.96,4814.94,4.5
ORD10124,2025-05-31,East,Clothing,Jacket,Consumer,UPI,6,3387.32,0.0,18494.75,5028.79,4.8
ORD10259,2025-06-01,South,Grocery,Biscuits,Small Business,Credit Card,1,311.82,0.2,249.45,64.64,4.3
ORD10599,2025-06-01,West,Clothing,Shoes,Consumer,Credit Card,7,4560.16,0.0,33197.94,3779.96,3.1
ORD10557,2025-06-01,West,Office Supplies,File Folder,Small Business,Cash,4,1634.76,0.0,6800.59,1679.27,4.0
ORD10243,2025-06-02,East,Clothing,T-Shirt,Corporate,Debit Card,4,3470.16,0.15,10736.68,2299.23,5.0
ORD10212,2025-06-03,North,Electronics,Monitor,Consumer,UPI,1,46972.24,0.05,48193.52,8361.13,4.0
ORD10446,2025-06-03,East,Electronics,Monitor,Corporate,Cash,2,42172.06,0.15,65240.18,15290.07,5.0
ORD10154,2025-06-05,East,Clothing,Jacket,Corporate,Credit Card,4,3109.43,0.2,9054.65,1981.31,2.7
ORD10347,2025-06-06,North,Clothing,Backpack,Consumer,Credit Card,6,6226.99,0.15,34298.28,8091.75,5.0
ORD10488,2025-06-06,North,Furniture,Office Chair,Corporate,Credit Card,1,24405.16,0.05,25039.69,5546.73,4.4
ORD10254,2025-06-07,North,Grocery,Rice,Consumer,Credit Card,3,240.99,0.1,702.73,161.77,4.0
ORD10140,2025-06-07,North,Office Supplies,Pen Set,Corporate,Credit Card,7,876.44,0.1,5963.3,1121.27,5.0
ORD10367,2025-06-08,North,Electronics,Headphones,Corporate,Debit Card,3,15653.41,0.05,48181.19,8840.66,3.6
ORD10132,2025-06-08,West,Furniture,Cabinet,Consumer,UPI,6,17134.33,0.0,106918.25,8837.6,2.4
ORD10427,2025-06-09,West,Furniture,Desk,Corporate,Debit Card,5,9478.06,0.0,49285.92,13323.38,4.5
ORD10095,2025-06-09,West,Office Supplies,Printer Paper,Consumer,UPI,4,2012.4,0.15,7115.85,824.64,4.3
ORD10224,2025-06-09,South,Electronics,Laptop,Consumer,Credit Card,1,47190.42,0.05,44830.9,12358.99,3.6
ORD10280,2025-06-09,East,Office Supplies,File Folder,Consumer,UPI,2,1222.56,0.1,2002.56,262.08,2.7
ORD10458,2025-06-10,North,Grocery,Biscuits,Consumer,Credit Card,1,2238.26,0.15,2054.72,441.86,4.0
ORD10286,2025-06-11,South,Electronics,Keyboard,Consumer,Credit Card,6,15858.4,0.0,95150.39,8313.08,4.2
ORD10432,2025-06-11,South,Clothing,Jacket,Corporate,UPI,5,998.41,0.1,4492.84,443.05,3.4
ORD10406,2025-06-11,East,Electronics,Smartphone,Consumer,Debit Card,7,32859.11,0.15,177915.66,33529.12,4.2
ORD10018,2025-06-11,East,Office Supplies,Notebook,Corporate,Credit Card,7,296.28,0.0,1887.3,296.33,4.1
ORD10329,2025-06-12,North,Electronics,Keyboard,Small Business,UPI,3,7987.46,0.1,23291.44,6197.78,3.3
ORD10307,2025-06-12,East,Grocery,Biscuits,Consumer,UPI,7,1702.99,0.1,9763.22,1569.91,3.9
ORD10512,2025-06-13,East,Electronics,Laptop,Small Business,Credit Card,5,58475.53,0.2,212850.92,19376.21,3.5
ORD10392,2025-06-13,West,Furniture,Bookshelf,Corporate,Credit Card,3,5041.79,0.1,14157.35,3760.94,4.3
ORD10139,2025-06-14,West,Electronics,Keyboard,Consumer,Credit Card,6,9783.08,0.15,51889.46,9091.79,4.7
ORD10136,2025-06-14,North,Grocery,Snacks,Small Business,Credit Card,1,1705.84,0.05,1750.19,392.32,4.9
ORD10594,2025-06-14,North,Grocery,Snacks,Corporate,UPI,4,580.79,0.15,2132.64,393.69,3.5
ORD10010,2025-06-15,North,Furniture,Table,Small Business,UPI,5,1367.8,0.15,6278.22,667.82,5.0
ORD10588,2025-06-15,North,Grocery,Snacks,Corporate,Debit Card,5,1240.82,0.1,6030.39,1099.83,5.0
ORD10465,2025-06-16,South,Clothing,Shoes,Corporate,Credit Card,1,6942.49,0.1,6248.24,1574.92,3.8
ORD10238,2025-06-17,West,Clothing,Jacket,Small Business,Debit Card,2,4026.5,0.15,7118.85,1784.07,3.7
ORD10518,2025-06-17,North,Office Supplies,Notebook,Consumer,UPI,1,2417.5,0.0,2610.9,455.97,4.5
ORD10172,2025-06-17,South,Electronics,Laptop,Consumer,UPI,7,22261.5,0.1,140247.46,20959.81,3.8
ORD10178,2025-06-18,North,Office Supplies,Printer Paper,Consumer,UPI,2,1510.1,0.0,3261.82,670.22,4.4
ORD10063,2025-06-18,South,Electronics,Monitor,Small Business,UPI,3,23922.65,0.0,71767.95,16557.09,4.0
ORD10330,2025-06-19,West,Clothing,Jeans,Corporate,UPI,4,3994.44,0.0,16616.87,3771.12,4.7
ORD10447,2025-06-20,East,Furniture,Office Chair,Consumer,UPI,2,3855.6,0.05,6666.34,1837.27,4.1
ORD10521,2025-06-20,West,Clothing,Backpack,Small Business,UPI,7,5192.77,0.05,35913.21,4833.04,5.0
ORD10568,2025-06-20,West,Electronics,Laptop,Consumer,UPI,3,18380.28,0.15,48744.51,12023.85,5.0
ORD10129,2025-06-21,South,Clothing,T-Shirt,Small Business,Debit Card,2,4115.82,0.15,6996.89,713.01,3.9
ORD10409,2025-06-21,North,Clothing,Backpack,Small Business,Debit Card,3,2896.98,0.2,7508.97,1046.07,3.7
ORD10111,2025-06-23,North,Office Supplies,File Folder,Small Business,UPI,7,758.21,0.05,5445.43,1369.43,4.0
ORD10163,2025-06-23,West,Office Supplies,Printer Paper,Consumer,UPI,4,4284.72,0.2,14259.55,2952.18,5.0
ORD10494,2025-06-24,West,Office Supplies,Stapler,Consumer,UPI,4,4286.78,0.05,16941.34,3626.55,4.6
ORD10040,2025-06-24,West,Grocery,Snacks,Corporate,Credit Card,4,2442.55,0.1,9144.92,1724.27,3.7
ORD10164,2025-06-26,South,Office Supplies,Pen Set,Consumer,Debit Card,5,4123.02,0.1,18553.6,2262.7,5.0
ORD10502,2025-06-26,South,Clothing,Shoes,Corporate,Cash,3,2685.58,0.1,7251.07,1776.91,3.0
ORD10299,2025-06-26,North,Furniture,Cabinet,Consumer,Debit Card,6,14364.03,0.15,79117.07,8116.97,4.7
ORD10377,2025-06-26,South,Electronics,Monitor,Consumer,Debit Card,7,23069.46,0.05,153411.93,14925.31,2.1
ORD10315,2025-06-27,North,Electronics,Headphones,Consumer,Debit Card,3,63806.99,0.05,196397.92,34814.32,3.3
ORD10500,2025-06-27,North,Electronics,Smartphone,Consumer,Cash,7,52588.81,0.05,377692.83,91533.47,5.0
ORD10552,2025-06-27,North,Office Supplies,File Folder,Corporate,Debit Card,6,1081.3,0.0,7006.81,1876.1,2.9
ORD10075,2025-06-29,West,Electronics,Smartphone,Consumer,Credit Card,2,62093.81,0.1,116239.61,32149.65,4.7
ORD10288,2025-06-29,East,Office Supplies,Notebook,Consumer,Credit Card,6,4231.83,0.0,23105.77,2837.86,4.3
ORD10137,2025-06-29,North,Office Supplies,Pen Set,Corporate,UPI,2,2900.69,0.0,6265.49,1653.18,3.0
ORD10579,2025-07-01,South,Clothing,Jacket,Corporate,UPI,7,6742.04,0.15,40115.16,6096.58,4.3
ORD10332,2025-07-01,North,Clothing,Jacket,Consumer,UPI,3,989.84,0.1,2886.38,632.78,4.2
ORD10349,2025-07-01,North,Furniture,Cabinet,Consumer,UPI,7,2206.82,0.15,14181.02,3017.54,4.5
ORD10373,2025-07-02,South,Clothing,Shoes,Consumer,Debit Card,2,3407.62,0.05,6474.48,1462.74,4.1
ORD10070,2025-07-02,West,Grocery,Biscuits,Consumer,Debit Card,1,1083.46,0.15,957.78,194.56,4.8
ORD10258,2025-07-03,North,Clothing,T-Shirt,Consumer,UPI,5,4132.63,0.0,22316.21,2526.42,3.9
ORD10287,2025-07-03,West,Clothing,T-Shirt,Corporate,Credit Card,5,535.81,0.1,2507.59,667.57,5.0
ORD10127,2025-07-04,West,Electronics,Keyboard,Consumer,UPI,1,59492.18,0.05,58778.28,8203.63,3.8
ORD10182,2025-07-04,East,Office Supplies,Pen Set,Corporate,Cash,7,3626.03,0.0,23097.82,4482.71,4.5
ORD10514,2025-07-07,South,Electronics,Laptop,Consumer,UPI,2,17791.54,0.05,33803.92,5205.39,3.7
ORD10003,2025-07-07,East,Electronics,Smartphone,Small Business,Cash,5,62696.37,0.1,256741.62,38915.92,4.2
ORD10364,2025-07-08,West,Furniture,Cabinet,Corporate,UPI,2,8731.99,0.05,17254.42,1584.52,3.5
ORD10318,2025-07-10,East,Office Supplies,Stapler,Consumer,UPI,1,1129.56,0.1,925.11,200.5,1.9
ORD10043,2025-07-10,East,Grocery,Snacks,Consumer,Credit Card,5,1460.8,0.05,6314.33,510.51,4.8
ORD10031,2025-07-10,South,Electronics,Smartphone,Consumer,Credit Card,7,51469.74,0.05,342273.75,63137.97,4.2
ORD10450,2025-07-11,West,Furniture,Table,Consumer,UPI,7,22732.06,0.1,148940.43,36885.42,3.1
ORD10125,2025-07-11,South,Electronics,Headphones,Consumer,Debit Card,5,23429.14,0.0,117145.72,31237.08,3.2
ORD10535,2025-07-11,South,Furniture,Office Chair,Small Business,UPI,7,14483.84,0.0,101386.89,9314.51,3.4
ORD10228,2025-07-12,South,Clothing,T-Shirt,Small Business,Credit Card,3,4272.39,0.0,12817.16,2617.89,3.1
ORD10382,2025-07-12,North,Grocery,Biscuits,Consumer,UPI,3,1463.3,0.1,4266.98,1085.4,3.6
ORD10304,2025-07-13,South,Clothing,Jacket,Small Business,Cash,3,6258.61,0.1,16898.26,2967.39,4.9
ORD10085,2025-07-13,South,Office Supplies,File Folder,Consumer,Debit Card,3,1064.43,0.2,2554.62,311.58,3.4
ORD10221,2025-07-13,South,Electronics,Laptop,Consumer,UPI,3,61869.2,0.05,176327.22,31837.55,5.0
ORD10002,2025-07-14,North,Office Supplies,File Folder,Small Business,UPI,2,364.97,0.0,788.34,214.72,3.4
ORD10430,2025-07-15,South,Grocery,Biscuits,Corporate,Credit Card,6,1654.63,0.05,9431.41,2544.27,3.3
ORD10235,2025-07-15,West,Grocery,Tea,Corporate,Debit Card,1,1999.52,0.05,1975.53,498.04,4.3
ORD10365,2025-07-15,East,Electronics,Keyboard,Corporate,UPI,7,35698.0,0.15,193286.8,35963.79,4.5
ORD10455,2025-07-15,North,Office Supplies,File Folder,Consumer,UPI,2,2298.73,0.0,4965.25,1346.51,4.8
ORD10264,2025-07-15,South,Furniture,Desk,Corporate,UPI,3,7654.86,0.05,21816.36,6044.13,4.4
ORD10384,2025-07-16,North,Grocery,Biscuits,Small Business,Debit Card,3,2348.89,0.1,6849.38,1684.76,3.8
ORD10354,2025-07-17,East,Office Supplies,File Folder,Consumer,UPI,1,2293.91,0.0,2087.46,276.38,3.6
ORD10558,2025-07-17,West,Office Supplies,File Folder,Consumer,Cash,5,1801.02,0.1,8428.8,2024.92,4.7
ORD10135,2025-07-17,West,Electronics,Headphones,Consumer,Cash,7,45657.68,0.15,282529.73,51735.28,2.8
ORD10400,2025-07-17,South,Electronics,Keyboard,Small Business,UPI,5,12978.11,0.1,58401.51,13588.78,3.8
ORD10435,2025-07-17,South,Furniture,Cabinet,Consumer,Debit Card,4,3362.77,0.1,12105.97,1610.48,4.3
ORD10101,2025-07-17,East,Clothing,Shoes,Corporate,Cash,1,5489.33,0.05,4745.53,1327.97,4.3
ORD10459,2025-07-18,North,Furniture,Cabinet,Consumer,Cash,4,20108.06,0.1,78180.15,14749.82,4.5
ORD10302,2025-07-19,South,Grocery,Biscuits,Corporate,Debit Card,4,915.77,0.15,3113.63,391.97,4.3
ORD10485,2025-07-19,North,Grocery,Snacks,Consumer,Cash,2,1391.42,0.1,2704.91,568.88,3.7
ORD10266,2025-07-19,North,Office Supplies,File Folder,Corporate,Credit Card,5,647.02,0.05,3319.21,658.48,4.4
ORD10442,2025-07-20,North,Furniture,Office Chair,Consumer,UPI,2,23228.27,0.0,50173.07,13470.77,3.6
ORD10339,2025-07-20,North,Furniture,Cabinet,Corporate,UPI,7,27686.3,0.1,188377.59,15687.12,3.2
ORD10587,2025-07-23,North,Furniture,Bookshelf,Corporate,UPI,7,4725.98,0.1,32155.59,7399.06,4.2
ORD10300,2025-07-23,East,Clothing,T-Shirt,Small Business,Credit Card,4,5079.23,0.1,16639.57,2874.24,3.1
ORD10084,2025-07-23,East,Electronics,Keyboard,Consumer,Debit Card,1,14556.63,0.05,12584.21,2597.62,3.7
ORD10021,2025-07-25,East,Furniture,Bookshelf,Small Business,Debit Card,7,27426.77,0.0,174708.55,16512.05,4.1
ORD10576,2025-07-25,East,Office Supplies,Stapler,Consumer,Credit Card,7,4318.79,0.1,24759.63,2870.56,4.9
ORD10156,2025-07-25,South,Furniture,Bookshelf,Small Business,Debit Card,1,18343.93,0.1,16509.54,1385.03,4.3
ORD10044,2025-07-27,West,Clothing,Shoes,Consumer,UPI,3,3258.4,0.0,10166.2,2205.55,4.4
ORD10093,2025-07-28,South,Grocery,Tea,Consumer,UPI,6,2344.47,0.2,11253.48,1745.1,3.7
ORD10359,2025-07-29,North,Electronics,Headphones,Consumer,Credit Card,5,33200.89,0.0,179284.82,23203.76,3.7
ORD10072,2025-07-30,North,Electronics,Monitor,Consumer,Debit Card,4,45045.77,0.0,194597.71,41344.64,2.7
ORD10584,2025-07-31,West,Grocery,Tea,Small Business,Credit Card,4,739.59,0.15,2615.17,721.07,4.2
ORD10407,2025-07-31,West,Electronics,Headphones,Small Business,Debit Card,4,11330.92,0.0,47136.64,11075.53,3.3
ORD10480,2025-08-01,East,Grocery,Tea,Small Business,Credit Card,1,1259.63,0.1,1031.64,250.27,4.6
ORD10581,2025-08-02,West,Clothing,T-Shirt,Consumer,Credit Card,7,6951.27,0.05,48075.01,4134.46,3.7
ORD10145,2025-08-02,East,Furniture,Desk,Small Business,Debit Card,5,27754.74,0.1,113655.66,11855.01,4.8
ORD10516,2025-08-03,West,Office Supplies,File Folder,Consumer,Debit Card,5,1685.68,0.1,7888.97,2163.08,4.3
ORD10109,2025-08-05,North,Office Supplies,Pen Set,Corporate,UPI,2,3668.39,0.0,7923.73,1002.76,4.2
ORD10597,2025-08-06,South,Office Supplies,File Folder,Consumer,UPI,2,744.18,0.05,1413.94,314.09,4.2
ORD10116,2025-08-07,West,Electronics,Laptop,Small Business,Debit Card,4,38650.99,0.05,152748.73,22396.51,2.8
ORD10547,2025-08-07,West,Office Supplies,Pen Set,Small Business,Credit Card,5,918.07,0.05,4535.26,509.44,3.1
ORD10069,2025-08-07,South,Grocery,Rice,Corporate,UPI,4,98.38,0.05,373.86,67.27,3.9
ORD10413,2025-08-08,West,Office Supplies,File Folder,Small Business,Debit Card,4,3324.54,0.05,13138.58,3336.45,2.9
ORD10451,2025-08-10,East,Clothing,Jeans,Corporate,Credit Card,7,5002.56,0.05,30273.01,4408.48,3.6
ORD10196,2025-08-10,South,Grocery,Snacks,Consumer,Credit Card,4,2339.44,0.0,9357.77,1737.4,3.3
ORD10026,2025-08-11,North,Electronics,Monitor,Corporate,Credit Card,6,5095.87,0.15,28068.06,4764.36,4.8
ORD10563,2025-08-12,West,Office Supplies,Notebook,Small Business,Debit Card,5,2185.66,0.2,9092.35,2124.67,4.8
ORD10013,2025-08-13,North,Grocery,Cooking Oil,Corporate,Debit Card,1,808.99,0.05,830.02,66.44,3.3
ORD10192,2025-08-14,West,Office Supplies,Pen Set,Small Business,Debit Card,4,1807.93,0.15,6392.84,936.74,4.9
ORD10449,2025-08-14,South,Clothing,Shoes,Consumer,Debit Card,1,3250.92,0.2,2600.74,671.79,2.8
ORD10437,2025-08-14,South,Electronics,Headphones,Consumer,Credit Card,2,2590.8,0.1,4663.44,552.29,4.5
ORD10493,2025-08-16,East,Electronics,Smartphone,Consumer,UPI,6,31015.43,0.1,152409.83,42575.24,3.0
ORD10474,2025-08-16,South,Electronics,Headphones,Consumer,UPI,7,33501.36,0.1,211058.58,48210.76,3.9
ORD10294,2025-08-16,East,Electronics,Keyboard,Corporate,Credit Card,3,33312.69,0.05,86396.46,21108.63,4.8
ORD10291,2025-08-17,South,Clothing,Jacket,Consumer,Credit Card,6,6394.79,0.15,32613.43,7257.81,5.0
ORD10497,2025-08-19,East,Clothing,Shoes,Consumer,UPI,5,4659.1,0.0,21198.9,4723.75,4.0
ORD10275,2025-08-21,South,Electronics,Keyboard,Consumer,UPI,6,18692.67,0.2,89724.8,20104.41,4.3
ORD10325,2025-08-22,West,Clothing,T-Shirt,Corporate,Credit Card,2,2769.4,0.05,5472.34,1366.16,3.4
ORD10037,2025-08-22,South,Clothing,Shoes,Consumer,UPI,5,5337.65,0.05,25353.83,7001.85,3.0
ORD10487,2025-08-23,North,Electronics,Headphones,Corporate,UPI,1,48050.24,0.15,44110.12,9040.4,3.5
ORD10379,2025-08-23,North,Office Supplies,Notebook,Small Business,Credit Card,6,1910.08,0.1,11139.6,2608.9,4.1
ORD10011,2025-08-24,West,Grocery,Cooking Oil,Small Business,Credit Card,4,118.89,0.05,469.86,62.15,3.7
ORD10092,2025-08-25,South,Office Supplies,Notebook,Corporate,Credit Card,4,3902.94,0.15,13269.99,2184.26,3.9
ORD10295,2025-08-25,North,Clothing,Backpack,Consumer,UPI,2,6604.7,0.0,14266.15,3739.03,3.6
ORD10345,2025-08-25,East,Electronics,Headphones,Corporate,Debit Card,3,23013.11,0.05,59684.49,14087.34,4.0
ORD10297,2025-08-27,South,Electronics,Monitor,Corporate,Debit Card,5,60563.52,0.15,257394.94,42640.39,3.3
ORD10052,2025-08-28,South,Electronics,Monitor,Consumer,Credit Card,1,59522.29,0.05,56546.17,9170.43,3.6
ORD10401,2025-08-29,West,Electronics,Keyboard,Corporate,Credit Card,4,56247.4,0.0,233989.2,30794.53,3.8
ORD10387,2025-08-29,West,Grocery,Biscuits,Consumer,UPI,7,2028.38,0.1,13289.95,2855.54,4.2
ORD10533,2025-08-29,North,Electronics,Monitor,Corporate,Debit Card,6,14853.42,0.1,86625.16,18233.57,3.7
ORD10343,2025-08-30,East,Clothing,Jacket,Consumer,Debit Card,2,5573.58,0.1,9129.52,1634.34,4.3
ORD10296,2025-08-31,East,Clothing,Jeans,Consumer,Debit Card,1,3417.7,0.0,3110.11,373.0,3.8
ORD10015,2025-08-31,South,Electronics,Keyboard,Small Business,UPI,6,42236.22,0.05,240746.44,45403.67,2.5
ORD10265,2025-09-01,South,Clothing,Backpack,Consumer,UPI,7,660.15,0.1,4158.95,557.73,2.7
ORD10285,2025-09-01,South,Grocery,Snacks,Consumer,UPI,4,2376.08,0.05,9029.1,2094.78,3.3
ORD10440,2025-09-02,West,Office Supplies,Notebook,Consumer,Debit Card,6,2923.79,0.15,15507.76,3043.81,4.5
ORD10537,2025-09-02,East,Furniture,Desk,Small Business,UPI,7,3430.72,0.05,20761.0,2505.68,4.7
ORD10351,2025-09-03,North,Clothing,Backpack,Corporate,Credit Card,3,3311.89,0.15,9120.94,2489.57,3.7
ORD10374,2025-09-03,South,Electronics,Laptop,Small Business,Debit Card,7,30063.5,0.0,210444.51,18901.08,4.1
ORD10142,2025-09-04,North,Office Supplies,Stapler,Corporate,Cash,1,1480.84,0.15,1359.41,274.75,3.4
ORD10549,2025-09-04,West,Furniture,Table,Consumer,Credit Card,5,2487.81,0.0,12936.62,3046.01,5.0
ORD10416,2025-09-05,South,Grocery,Biscuits,Corporate,UPI,4,606.8,0.0,2427.19,658.72,3.4
ORD10415,2025-09-05,East,Electronics,Headphones,Small Business,Debit Card,4,48885.51,0.05,169046.1,30087.52,3.7
ORD10174,2025-09-06,North,Furniture,Desk,Small Business,UPI,7,1159.8,0.1,7891.27,2027.9,5.0
ORD10418,2025-09-06,North,Electronics,Headphones,Corporate,Credit Card,2,7214.27,0.0,15582.82,3793.13,4.6
ORD10306,2025-09-07,West,Furniture,Desk,Corporate,Credit Card,3,26549.73,0.05,78693.4,19194.81,4.3
ORD10133,2025-09-07,South,Clothing,T-Shirt,Corporate,Cash,2,3232.7,0.0,6465.4,1706.57,3.9
ORD10362,2025-09-07,West,Furniture,Desk,Corporate,Debit Card,3,18982.16,0.05,56263.13,11617.28,4.2
ORD10298,2025-09-07,North,Grocery,Cooking Oil,Consumer,UPI,2,839.01,0.05,1721.66,152.92,5.0
ORD10078,2025-09-07,North,Clothing,Jeans,Corporate,Debit Card,5,2685.87,0.1,13053.33,2954.39,4.4
ORD10305,2025-09-08,West,Office Supplies,Stapler,Consumer,UPI,4,3650.0,0.15,12906.39,1852.79,4.4
ORD10445,2025-09-08,North,Office Supplies,Printer Paper,Consumer,UPI,1,3735.62,0.0,4034.47,329.85,3.4
ORD10381,2025-09-09,East,Electronics,Smartphone,Corporate,UPI,6,7587.9,0.05,39358.44,8455.32,3.2
ORD10525,2025-09-09,West,Office Supplies,Pen Set,Small Business,UPI,7,2080.74,0.05,14390.41,1866.81,4.2
ORD10120,2025-09-09,West,Grocery,Biscuits,Consumer,UPI,2,2261.44,0.1,4233.42,857.68,3.5
ORD10572,2025-09-10,North,Electronics,Headphones,Consumer,UPI,3,25912.33,0.05,79758.16,21362.78,3.2
ORD10215,2025-09-10,South,Grocery,Rice,Small Business,UPI,1,1449.12,0.0,1449.12,288.0,5.0
ORD10391,2025-09-10,East,Grocery,Cooking Oil,Corporate,UPI,4,2391.33,0.05,8269.22,1871.47,4.4
ORD10454,2025-09-11,East,Electronics,Laptop,Consumer,Debit Card,7,60874.89,0.1,348995.74,45490.17,4.4
ORD10582,2025-09-12,West,Grocery,Cooking Oil,Consumer,Credit Card,6,1419.6,0.0,8858.29,2325.42,3.3
ORD10181,2025-09-13,East,Furniture,Cabinet,Corporate,Debit Card,6,16766.21,0.05,86966.32,9815.89,4.3
ORD10153,2025-09-14,West,Clothing,Backpack,Consumer,Cash,2,2354.88,0.05,4653.24,1280.66,3.1
ORD10134,2025-09-14,North,Clothing,Jeans,Consumer,Credit Card,7,1015.49,0.05,7293.22,1920.24,3.4
ORD10543,2025-09-15,East,Grocery,Tea,Small Business,UPI,1,1019.29,0.05,881.18,181.94,4.7
ORD10428,2025-09-15,South,Electronics,Headphones,Consumer,Debit Card,7,10102.75,0.1,63647.35,6623.69,3.5
ORD10561,2025-09-15,South,Electronics,Laptop,Consumer,UPI,4,60454.92,0.15,205546.73,27562.89,3.8
ORD10279,2025-09-16,North,Furniture,Cabinet,Small Business,Debit Card,6,13096.27,0.0,84863.82,19061.39,4.9
ORD10065,2025-09-16,South,Grocery,Snacks,Consumer,Cash,5,2058.9,0.0,10294.52,2651.01,4.5
ORD10005,2025-09-16,East,Clothing,Jacket,Consumer,Cash,4,999.91,0.0,3639.68,658.16,3.5
ORD10334,2025-09-16,East,Furniture,Bookshelf,Corporate,UPI,7,2176.79,0.05,13172.85,3108.19,3.8
ORD10335,2025-09-17,North,Furniture,Cabinet,Corporate,Cash,4,13500.93,0.05,55407.81,7958.36,4.3
ORD10324,2025-09-17,South,Clothing,Backpack,Consumer,UPI,4,1477.94,0.15,5025.0,884.11,3.0
ORD10470,2025-09-18,West,Clothing,Backpack,Corporate,UPI,1,3841.72,0.0,3995.39,549.63,4.1
ORD10206,2025-09-19,West,Office Supplies,Printer Paper,Corporate,UPI,3,4264.76,0.0,13306.06,2918.28,4.3
ORD10540,2025-09-19,West,Grocery,Biscuits,Corporate,UPI,3,949.01,0.1,2664.82,227.98,2.9
ORD10357,2025-09-20,North,Clothing,Backpack,Corporate,Credit Card,2,2535.01,0.1,4928.07,442.08,4.1
ORD10303,2025-09-20,North,Clothing,Backpack,Consumer,Credit Card,7,3813.24,0.2,23062.47,4112.52,4.2
ORD10250,2025-09-20,North,Office Supplies,Stapler,Consumer,UPI,5,452.02,0.0,2440.89,208.09,4.3
ORD10513,2025-09-20,North,Clothing,Jacket,Corporate,Debit Card,3,5402.06,0.15,14877.26,3731.89,3.9
ORD10255,2025-09-21,South,Furniture,Desk,Consumer,Debit Card,1,17899.83,0.0,17899.83,2061.44,3.5
ORD10106,2025-09-23,South,Furniture,Table,Consumer,UPI,3,24012.97,0.05,68436.97,5652.25,4.0
ORD10390,2025-09-23,West,Electronics,Monitor,Small Business,UPI,1,51622.41,0.1,48318.58,12316.64,2.7
ORD10283,2025-09-24,North,Grocery,Biscuits,Consumer,UPI,6,1971.22,0.0,12773.5,2839.48,3.9
ORD10380,2025-09-24,East,Office Supplies,Stapler,Corporate,UPI,4,234.19,0.15,724.57,110.25,5.0
ORD10027,2025-09-25,West,Electronics,Smartphone,Small Business,Debit Card,3,41360.21,0.1,116139.48,11543.53,3.7
ORD10586,2025-09-26,North,Furniture,Desk,Consumer,Cash,2,12280.05,0.05,25198.66,4751.91,3.9
ORD10320,2025-09-26,North,Clothing,Jacket,Small Business,Cash,1,3202.14,0.1,3112.48,735.43,4.0
ORD10148,2025-09-27,South,Clothing,Backpack,Small Business,Credit Card,2,4547.27,0.2,7275.63,881.05,3.8
ORD10319,2025-09-27,East,Office Supplies,Stapler,Consumer,UPI,3,780.87,0.1,1918.6,449.87,4.0
ORD10346,2025-09-27,West,Grocery,Snacks,Corporate,Credit Card,2,1598.66,0.15,2826.43,269.21,4.5
ORD10014,2025-09-27,West,Grocery,Rice,Small Business,Debit Card,1,785.71,0.1,735.43,170.2,4.3
ORD10310,2025-09-28,West,Grocery,Snacks,Corporate,Debit Card,1,157.46,0.15,139.19,34.58,3.7
ORD10062,2025-09-28,West,Grocery,Tea,Corporate,Credit Card,3,767.13,0.15,2034.43,435.61,3.9
ORD10046,2025-09-29,East,Clothing,Jeans,Small Business,UPI,1,951.74,0.0,866.08,239.53,4.9
ORD10222,2025-09-29,North,Office Supplies,Stapler,Corporate,UPI,7,3575.76,0.2,21626.22,3320.41,3.4
ORD10292,2025-09-29,North,Electronics,Monitor,Corporate,Debit Card,3,44120.09,0.1,128654.18,17920.0,4.2
ORD10108,2025-09-30,South,Office Supplies,Pen Set,Corporate,Credit Card,5,1009.89,0.0,5049.44,705.04,4.5
ORD10183,2025-10-01,South,Electronics,Smartphone,Small Business,Cash,1,60953.0,0.05,57905.35,11393.47,4.7
ORD10529,2025-10-01,North,Electronics,Monitor,Small Business,Cash,6,42980.33,0.0,278512.54,22653.01,3.4
ORD10234,2025-10-01,East,Furniture,Cabinet,Small Business,UPI,1,10184.05,0.15,7877.36,961.42,3.2
ORD10102,2025-10-03,East,Furniture,Bookshelf,Corporate,Credit Card,1,21643.87,0.15,16741.53,2514.85,3.7
ORD10554,2025-10-03,South,Electronics,Monitor,Consumer,Debit Card,5,34796.99,0.2,139187.95,22925.59,3.6
ORD10025,2025-10-03,East,Furniture,Bookshelf,Corporate,UPI,6,22279.97,0.05,115566.19,25047.97,4.4
ORD10056,2025-10-04,North,Office Supplies,Stapler,Corporate,UPI,7,4389.81,0.15,28208.9,2623.28,3.7
